,accuracy,f1_weighted,f1_macro
0,0.2908496732026144,0.2817198963046219,0.20955711218212267
1,0.27450980392156865,0.2541418571494438,0.2094805604994028
2,0.2875816993464052,0.28558324384081224,0.23018048023037202
3,0.29411764705882354,0.2825550909535468,0.21192999713666083
4,0.2908496732026144,0.2761687628961862,0.21702622716707223
5,0.2777777777777778,0.2637962062814127,0.20506252321149193
6,0.2875816993464052,0.2712289708213947,0.20411582924605742
7,0.2875816993464052,0.2726683508286228,0.21506857335359827
8,0.2908496732026144,0.28239157394060144,0.23030608251527965
9,0.30718954248366015,0.29377041220650435,0.2433268570097641
10,0.28431372549019607,0.2693223436603909,0.20991999348776844
11,0.2679738562091503,0.2538856817596586,0.19674131131212894
12,0.30392156862745096,0.2952760555377434,0.24714103881354116
13,0.27450980392156865,0.2655189523209596,0.20515995805743445
14,0.27450980392156865,0.2634855247049772,0.20185689995782236
15,0.2777777777777778,0.2700372503099065,0.20489693487109178
16,0.27450980392156865,0.25951725454671304,0.20481064809316277
17,0.29411764705882354,0.27853352811739357,0.21291319112680598
18,0.27450980392156865,0.2571190203609288,0.22001220918012518
19,0.2908496732026144,0.28254667283015106,0.224115213564939
