,0,1,2,3,4,5,6,accuracy,macro avg,weighted avg
f1-score,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.09523809523809523,0.09523809523809523
precision,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.07142857142857142,0.07142857142857142
recall,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,7.0,7.0
