,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,3,2,3,1,0,0,0
actual: pickup,1,0,4,17,0,0,0
actual: sit,0,0,1,15,0,0,0
actual: stand,1,0,0,14,0,0,0
actual: standff,0,2,1,4,1,0,0
actual: walk,7,8,2,8,8,0,17
actual: waving,5,4,1,13,1,0,9
