,loss
0,1.787062644958496
1,1.7632735967636108
2,1.7148725986480713
3,1.6684249639511108
4,1.644798994064331
5,1.5693753957748413
6,1.5507984161376953
7,1.5211045742034912
8,1.4668478965759277
9,1.4057505130767822
10,1.3729302883148193
11,1.3442790508270264
12,1.3201584815979004
13,1.280056357383728
14,1.187103033065796
15,1.1435794830322266
16,1.1358489990234375
17,1.0518770217895508
18,0.9958957433700562
19,0.9893531799316406
20,0.9452962875366211
21,0.937237560749054
22,0.874543309211731
23,0.8926989436149597
24,0.8077732920646667
25,0.7626320123672485
26,0.7366921305656433
27,0.7158463001251221
28,0.6307336688041687
29,0.635111927986145
30,0.5922494530677795
31,0.5555621981620789
32,0.6021232604980469
33,0.5541746020317078
34,0.47342100739479065
35,0.48102790117263794
36,0.46741628646850586
37,0.4219084680080414
38,0.34015798568725586
39,0.3245317339897156
40,0.33951815962791443
41,0.35589542984962463
42,0.3239276111125946
43,0.2523882985115051
44,0.3119298815727234
45,0.29713308811187744
46,0.2654898166656494
47,0.19548311829566956
48,0.2107274979352951
49,0.216950461268425
50,0.19281908869743347
51,0.1562422811985016
52,0.18206003308296204
53,0.24790816009044647
54,0.139258474111557
55,0.16447994112968445
56,0.1216898187994957
57,0.1325920969247818
58,0.14128226041793823
59,0.12832164764404297
60,0.1432943046092987
61,0.12692400813102722
62,0.1231461763381958
63,0.12091176211833954
64,0.08971516788005829
65,0.09893663972616196
66,0.11559184640645981
67,0.07787848263978958
68,0.08251317590475082
69,0.07496689260005951
70,0.09272382408380508
71,0.06492729485034943
72,0.07407134771347046
73,0.06930835545063019
74,0.05380076915025711
75,0.054530322551727295
76,0.05887891724705696
77,0.060655154287815094
78,0.05129886791110039
79,0.04704701155424118
80,0.0629073902964592
81,0.06314907968044281
82,0.07156043499708176
83,0.04097440466284752
84,0.04270290583372116
85,0.038278669118881226
86,0.03378487005829811
87,0.03864092379808426
88,0.05153670161962509
89,0.03611735627055168
90,0.03415033593773842
91,0.03309594839811325
92,0.039521798491477966
93,0.036123521625995636
94,0.03608621656894684
95,0.03182069957256317
96,0.033439941704273224
97,0.040837887674570084
98,0.027874600142240524
99,0.031318195164203644
100,0.03276597335934639
101,0.028205666691064835
102,0.03914036974310875
103,0.01857292838394642
104,0.027596747502684593
105,0.030704542994499207
106,0.02312249317765236
107,0.02478089928627014
108,0.022970052435994148
109,0.018482631072402
110,0.03342899680137634
111,0.01970539800822735
112,0.03088146075606346
113,0.025446224957704544
114,0.01593971438705921
115,0.021734116598963737
116,0.017780866473913193
117,0.020942650735378265
118,0.019334349781274796
119,0.017505168914794922
120,0.02094114013016224
121,0.015859773382544518
122,0.02205238677561283
123,0.019802894443273544
124,0.017578642815351486
125,0.015227803960442543
126,0.018347270786762238
127,0.016220739111304283
128,0.011689689941704273
129,0.013784517534077168
130,0.019496146589517593
131,0.011784905567765236
132,0.014248835854232311
133,0.019742470234632492
134,0.011453830637037754
135,0.015889450907707214
136,0.01503660250455141
137,0.013655012473464012
138,0.01601252891123295
139,0.01153478305786848
140,0.009626040235161781
141,0.014804000034928322
142,0.010481437668204308
143,0.012103121727705002
144,0.013051423244178295
145,0.008256613276898861
146,0.01225485373288393
147,0.011992506682872772
148,0.013158580288290977
149,0.013837151229381561
150,0.01046858448535204
151,0.01049722544848919
152,0.011495455168187618
153,0.015261821448802948
154,0.009442738257348537
155,0.010826878249645233
156,0.013868574984371662
157,0.010459964163601398
158,0.01073271781206131
159,0.006777136120945215
160,0.010176395066082478
161,0.014401068910956383
162,0.011461498215794563
163,0.011339345015585423
164,0.011596323922276497
165,0.011115821078419685
166,0.00755726546049118
167,0.0070113567635416985
168,0.011158464476466179
169,0.006959748920053244
170,0.007391457911580801
171,0.007794926408678293
172,0.00887626875191927
173,0.008615165948867798
174,0.007336653769016266
175,0.007718811742961407
176,0.0073418281972408295
177,0.007071410771459341
178,0.005212674383074045
179,0.007604741957038641
180,0.008628269657492638
181,0.0062696076929569244
182,0.006912357173860073
183,0.011555477976799011
184,0.00551378121599555
185,0.004569635726511478
186,0.007499207742512226
187,0.006396391429007053
188,0.005453354213386774
189,0.006606613285839558
190,0.006676850374788046
191,0.007348430808633566
192,0.007529736962169409
193,0.00689316913485527
194,0.009718392975628376
195,0.008229577913880348
196,0.0065856436267495155
197,0.007035340182483196
198,0.006720514502376318
199,0.0061603509820997715
