,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,0,4,1,3,1,0,0
actual: pickup,1,1,10,6,1,3,0
actual: sit,4,1,4,6,0,0,1
actual: stand,4,0,8,3,0,0,0
actual: standff,0,2,1,3,2,0,0
actual: walk,0,0,1,9,1,13,26
actual: waving,0,0,2,7,4,9,11
