,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,5,4,0,0,0,0,0
actual: pickup,1,18,2,1,0,0,0
actual: sit,2,7,5,1,0,0,1
actual: stand,0,4,5,6,0,0,0
actual: standff,3,2,0,0,0,0,3
actual: walk,0,2,0,0,0,18,30
actual: waving,1,2,0,0,0,13,17
