,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,0,0,5,0,1,2,10
actual: pickup,2,1,21,0,8,3,9
actual: sit,0,0,19,1,4,1,7
actual: stand,1,0,22,0,4,1,2
actual: standff,0,1,1,0,4,5,5
actual: walk,7,4,10,0,11,43,25
actual: waving,1,2,12,0,2,27,22
