,0,1,2,3,4,5,6,accuracy,macro avg,weighted avg
f1-score,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.14285714285714285,0.04761904761904762,0.04761904761904762
precision,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.14285714285714285,0.028571428571428574,0.028571428571428574
recall,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,7.0,7.0
