,0,1,2,3,4,5,6,accuracy,macro avg,weighted avg
f1-score,0.7058823529411765,0.6382978723404256,0.6000000000000001,0.5714285714285715,0.631578947368421,0.8913043478260869,0.8767123287671234,0.7647058823529411,0.7021720600959721,0.7654658742415379
precision,0.75,0.6,0.6428571428571429,0.6153846153846154,0.5454545454545454,0.9761904761904762,0.8,0.7647058823529411,0.7042695399838257,0.7780368868604163
recall,0.6666666666666666,0.6818181818181818,0.5625,0.5333333333333333,0.75,0.82,0.9696969696969697,0.7647058823529411,0.7120021645021646,0.7647058823529411
support,9.0,22.0,16.0,15.0,8.0,50.0,33.0,0.7647058823529411,153.0,153.0
