,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,0,1,2,0,2,4,0
actual: pickup,2,1,0,9,10,0,0
actual: sit,5,0,0,5,6,0,0
actual: stand,2,4,0,6,3,0,0
actual: standff,2,2,1,0,1,2,0
actual: walk,5,1,5,9,25,5,0
actual: waving,2,1,3,9,14,4,0
