,0,1,2,3,4,5,6,accuracy,macro avg,weighted avg
f1-score,0.2222222222222222,0.5641025641025642,0.47058823529411764,0.4615384615384615,0.46153846153846156,0.7586206896551725,0.6984126984126984,0.5947712418300654,0.5195747618233854,0.611331413860945
precision,0.2222222222222222,0.6470588235294118,0.4444444444444444,0.375,0.3333333333333333,0.8918918918918919,0.7333333333333333,0.5947712418300654,0.5210405783935196,0.6564226567975127
recall,0.2222222222222222,0.5,0.5,0.6,0.75,0.66,0.6666666666666666,0.5947712418300654,0.556984126984127,0.5947712418300654
support,9.0,22.0,16.0,15.0,8.0,50.0,33.0,0.5947712418300654,153.0,153.0
