,0,1,2,3,4,5,6,accuracy,macro avg,weighted avg
f1-score,0.3333333333333333,0.5,0.4375,0.26086956521739135,0.3,0.5393258426966293,0.3103448275862069,0.43137254901960786,0.383053366976223,0.4217040191074325
precision,0.6666666666666666,0.36,0.4375,0.375,0.25,0.6153846153846154,0.36,0.43137254901960786,0.4377930402930402,0.46532176973353445
recall,0.2222222222222222,0.8181818181818182,0.4375,0.2,0.375,0.48,0.2727272727272727,0.43137254901960786,0.4008044733044733,0.43137254901960786
support,9.0,22.0,16.0,15.0,8.0,50.0,33.0,0.43137254901960786,153.0,153.0
