,accuracy,f1_weighted,f1_macro
0,0.1895424836601307,0.1701708065805429,0.17549392828025834
1,0.35294117647058826,0.3413258955396068,0.3022441132950204
2,0.369281045751634,0.3710346296934209,0.34044666236582727
3,0.39869281045751637,0.41064265573523284,0.38794118925728
4,0.4150326797385621,0.42968649615165627,0.35674254723254617
5,0.4444444444444444,0.4669652533189143,0.3980660576419117
6,0.4019607843137255,0.3809951100723994,0.32022655032527103
7,0.3888888888888889,0.39125586624877734,0.3581672197838068
8,0.43137254901960786,0.44166114298061143,0.37848789646162384
9,0.4117647058823529,0.41813773844926244,0.373195092023602
10,0.42810457516339867,0.43750225103471896,0.3941120374393789
11,0.477124183006536,0.4920166299164309,0.4226473891979589
12,0.42810457516339867,0.43996669735816835,0.39053857757649507
13,0.45098039215686275,0.4603150640467632,0.4063008233578079
14,0.4444444444444444,0.46159871616879333,0.3963236936086692
15,0.4477124183006536,0.45447837928675183,0.4121736541161945
16,0.4738562091503268,0.489506226047636,0.42679861584298767
17,0.4542483660130719,0.4633883676412275,0.40324371546724197
18,0.4411764705882353,0.4533429163282953,0.4007647034716354
19,0.4477124183006536,0.4613036785599489,0.40429233121529023
