,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,7,0,1,0,0,0,1
actual: pickup,3,12,3,0,3,0,1
actual: sit,0,1,11,4,0,0,0
actual: stand,0,2,2,10,1,0,0
actual: standff,0,0,0,0,8,0,0
actual: walk,1,1,0,0,1,38,9
actual: waving,1,1,0,0,2,10,19
