,0,1,2,3,4,5,6,accuracy,macro avg,weighted avg
f1-score,0.0,0.0,0.2571428571428572,0.0,0.0,0.0,0.0,0.140625,0.036734693877551024,0.03616071428571429
precision,0.0,0.0,0.14754098360655737,0.0,0.0,0.0,0.0,0.140625,0.02107728337236534,0.02074795081967213
recall,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.140625,0.14285714285714285,0.140625
support,10.0,7.0,9.0,7.0,15.0,12.0,4.0,0.140625,64.0,64.0
