,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,6,1,1,0,1,0,0
actual: pickup,0,15,2,2,3,0,0
actual: sit,1,2,9,3,1,0,0
actual: stand,1,4,2,8,0,0,0
actual: standff,0,2,0,0,6,0,0
actual: walk,0,1,0,0,0,41,8
actual: waving,0,0,0,0,0,1,32
