,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,0,1,1,0,3,3,1
actual: pickup,2,17,2,1,0,0,0
actual: sit,1,5,6,3,1,0,0
actual: stand,0,6,2,7,0,0,0
actual: standff,0,2,0,0,4,2,0
actual: walk,0,2,0,0,0,41,7
actual: waving,0,2,0,0,0,22,9
