,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,1,2,0,0,4,5,6
actual: pickup,8,14,4,12,0,0,6
actual: sit,0,8,11,11,1,0,1
actual: stand,2,4,13,10,0,0,1
actual: standff,1,1,2,1,4,0,7
actual: walk,1,2,0,0,4,53,40
actual: waving,2,1,0,1,1,31,30
