,0,1,2,3,4,5,6,accuracy,macro avg,weighted avg
f1-score,0.5,0.55,0.33333333333333326,0.4,0.4444444444444445,0.6341463414634146,0.5882352941176471,0.5359477124183006,0.49287991619411997,0.5399213769146534
precision,0.45454545454545453,0.6111111111111112,0.3,0.5,0.4,0.8125,0.4807692307692308,0.5359477124183006,0.5084179709179709,0.5851355434688768
recall,0.5555555555555556,0.5,0.375,0.3333333333333333,0.5,0.52,0.7575757575757576,0.5359477124183006,0.505923520923521,0.5359477124183006
support,9.0,22.0,16.0,15.0,8.0,50.0,33.0,0.5359477124183006,153.0,153.0
