,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,6,1,0,0,2,0,0
actual: pickup,0,13,5,2,2,0,0
actual: sit,1,0,9,5,1,0,0
actual: stand,0,2,5,8,0,0,0
actual: standff,1,0,0,1,6,0,0
actual: walk,0,0,0,0,0,27,23
actual: waving,0,0,0,0,2,4,27
