,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,4,1,0,1,3,0,0
actual: pickup,0,12,8,2,0,0,0
actual: sit,0,4,10,2,0,0,0
actual: stand,0,3,5,7,0,0,0
actual: standff,0,2,0,0,5,1,0
actual: walk,4,5,0,0,3,31,7
actual: waving,4,3,0,0,2,15,9
