,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,0,0,0,0,0,0,1
actual: pickup,0,0,0,0,0,0,1
actual: sit,0,0,0,0,0,0,1
actual: stand,0,0,0,0,0,0,1
actual: standff,0,0,0,0,0,0,1
actual: walk,0,0,0,0,0,0,1
actual: waving,0,0,0,0,0,0,1
