,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,10,2,2,0,4,0,0
actual: pickup,4,19,14,3,3,1,0
actual: sit,0,11,9,12,0,0,0
actual: stand,0,7,13,10,0,0,0
actual: standff,5,3,3,1,4,0,0
actual: walk,8,7,2,1,8,42,32
actual: waving,4,4,6,2,8,12,30
