,accuracy,f1_weighted,f1_macro
0,0.6013071895424836,0.5993843249945473,0.5558679088719758
1,0.6143790849673203,0.6108720298409088,0.5521918762417501
2,0.5882352941176471,0.5845585821071322,0.5523205029599565
3,0.6601307189542484,0.662257930312123,0.626666013910464
4,0.7189542483660131,0.7168467278116152,0.6767391679817634
5,0.6274509803921569,0.6260443388471071,0.5593015294695968
6,0.6470588235294118,0.6459276227343965,0.608748674053866
7,0.6470588235294118,0.6465467518019932,0.5828340324518811
8,0.6797385620915033,0.681502813628145,0.6188205354681999
9,0.673202614379085,0.675460142231106,0.6269047062360132
10,0.673202614379085,0.6739947121493103,0.6107540991543795
11,0.6862745098039216,0.687044793310778,0.6028100347976125
12,0.6797385620915033,0.6825464510197174,0.6150400255347768
13,0.6862745098039216,0.6910398310512944,0.6195181015436422
14,0.6470588235294118,0.6458355532128709,0.5768193971649666
15,0.673202614379085,0.6732434199229663,0.6266445730857463
16,0.7124183006535948,0.7119818687709002,0.6739141762879679
17,0.6601307189542484,0.6574100287530515,0.5806136599349748
18,0.6993464052287581,0.7006189398836458,0.6562284144427001
19,0.6862745098039216,0.6861536438025237,0.6062951496388029
