,0,1,2,3,4,5,6,accuracy,macro avg,weighted avg
f1-score,0.39999999999999997,0.45,0.6111111111111112,0.4444444444444444,0.3157894736842105,0.7472527472527474,0.576271186440678,0.5686274509803921,0.5064098518475987,0.580721220582339
precision,0.3125,0.5,0.55,0.38095238095238093,0.2727272727272727,0.8292682926829268,0.6538461538461539,0.5686274509803921,0.4998991571726763,0.6114309908965576
recall,0.5555555555555556,0.4090909090909091,0.6875,0.5333333333333333,0.375,0.68,0.5151515151515151,0.5686274509803921,0.5365187590187591,0.5686274509803921
support,9.0,22.0,16.0,15.0,8.0,50.0,33.0,0.5686274509803921,153.0,153.0
