,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,2,0,0,7,0,0,0
actual: pickup,1,0,0,11,0,0,0
actual: sit,1,0,0,5,0,0,0
actual: stand,0,0,1,6,0,1,0
actual: standff,0,0,0,11,0,0,0
actual: walk,0,0,0,8,0,0,0
actual: waving,0,0,0,10,0,0,0
