,accuracy,f1_weighted,f1_macro
0,0.23529411764705882,0.24289717771440864,0.19442248119148506
1,0.26143790849673204,0.26618762279212643,0.22345784001575905
2,0.20915032679738563,0.21290205863095887,0.16664133657922478
3,0.23529411764705882,0.2313203841787106,0.18156718086295554
4,0.2222222222222222,0.23331026397573618,0.16616496070453302
5,0.21568627450980393,0.2201888667761093,0.17394211173596344
6,0.22875816993464052,0.23282545331720042,0.18565242853504552
7,0.20261437908496732,0.20685119368571114,0.1443739829561892
8,0.2222222222222222,0.226155056500429,0.16076130841166442
9,0.23529411764705882,0.24007259710965534,0.2097502153068122
10,0.23529411764705882,0.237591444131047,0.19142698336981687
11,0.23529411764705882,0.23921810878652244,0.17190157562445707
12,0.2222222222222222,0.22973337483141407,0.16807256235827664
13,0.24836601307189543,0.25632718389779835,0.19115145416318005
14,0.22875816993464052,0.2376775971547213,0.16946479446479445
15,0.24836601307189543,0.2551802609935562,0.19380190099102879
16,0.23529411764705882,0.24288781699705944,0.17365468151084726
17,0.23529411764705882,0.2361769615951341,0.18997957050959452
18,0.20261437908496732,0.20427124452898285,0.16304600361204136
19,0.2222222222222222,0.22718452071414832,0.15868016815756056
