,accuracy,f1_weighted,f1_macro
0,0.2727272727272727,0.2624780207105367,0.17124276838322253
1,0.1888111888111888,0.1305058925748581,0.18201579482367655
2,0.32867132867132864,0.30375758311754625,0.2856299727979907
3,0.32867132867132864,0.3529116799375952,0.30805198536290973
4,0.42657342657342656,0.44110381813523736,0.3609577694084737
5,0.46853146853146854,0.48177362145076674,0.37707920324742755
6,0.45454545454545453,0.47100313709009356,0.44824624091704834
7,0.5174825174825175,0.5281808628772844,0.4158920224061965
8,0.45454545454545453,0.47639359554516725,0.4659571336676151
9,0.5034965034965035,0.508912191206247,0.4367636974002808
10,0.44755244755244755,0.4556431850937975,0.37575006427747754
11,0.5384615384615384,0.5470560131399292,0.4887786816358245
12,0.4405594405594406,0.4510682948822224,0.36891219990994145
13,0.5034965034965035,0.5075319626143243,0.4008762439742877
14,0.48951048951048953,0.49717861461176965,0.3959411643445257
15,0.5174825174825175,0.5207776764126069,0.47132681725637304
16,0.5384615384615384,0.5408499107321337,0.4283973920816026
17,0.4965034965034965,0.5021373065335913,0.38981076356573924
18,0.5174825174825175,0.5226711705180604,0.42663990032411075
19,0.5034965034965035,0.5117355452283682,0.410095673253568
