,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,0,0,0,1,0,0,0
actual: pickup,0,0,0,1,0,0,0
actual: sit,1,0,0,0,0,0,0
actual: stand,1,0,0,0,0,0,0
actual: standff,0,0,0,0,0,1,0
actual: walk,1,0,0,0,0,0,0
actual: waving,0,0,0,1,0,0,0
