,accuracy,f1_weighted,f1_macro
0,0.5032679738562091,0.5032963512202266,0.48264639189008934
1,0.5490196078431373,0.5471579213217045,0.5275320384564082
2,0.5816993464052288,0.5810223330775485,0.552054666755713
3,0.6274509803921569,0.6219331753448258,0.5687061675607008
4,0.6209150326797386,0.6228359015929859,0.5837566633010391
5,0.6339869281045751,0.6339164982633637,0.6005552894084081
6,0.6143790849673203,0.6141357423925246,0.5624766441791882
7,0.43137254901960786,0.4118069408629181,0.3985058624171528
8,0.5947712418300654,0.5983520074696546,0.5731462585034014
9,0.6209150326797386,0.6152170086185431,0.571663312905549
10,0.6209150326797386,0.6148718796396815,0.5524697295186016
11,0.6209150326797386,0.6120256593559165,0.5521743462211337
12,0.6078431372549019,0.5960169352602427,0.5303378511121207
13,0.6013071895424836,0.5914297047163599,0.5276458944883308
14,0.6405228758169934,0.630469505809987,0.5562392803068384
15,0.6339869281045751,0.6222928946437863,0.5550105113071763
16,0.6209150326797386,0.611952932947965,0.550906335606458
17,0.6274509803921569,0.618655320017244,0.5521061626621091
18,0.6143790849673203,0.6048340985878887,0.5376629752182035
19,0.6013071895424836,0.5934455833615497,0.5429767511400165
