,accuracy,f1_weighted,f1_macro
0,0.1437908496732026,0.06757164404223229,0.05674325674325675
1,0.1437908496732026,0.06369259113041191,0.04218600191754555
2,0.13071895424836602,0.12238753201085503,0.1302736006683375
3,0.1111111111111111,0.0906266813651044,0.06829111084430232
4,0.08496732026143791,0.08069393447105154,0.07542099129015399
5,0.0915032679738562,0.06576581870103661,0.06712048766664054
6,0.0784313725490196,0.07204787777790637,0.0649718834021903
7,0.12418300653594772,0.12639492150056064,0.1066926183205253
8,0.0915032679738562,0.08728387084387838,0.0641728305025152
9,0.09803921568627451,0.0907103263670837,0.08519900648932907
10,0.10457516339869281,0.10732015503257333,0.08594395022966451
11,0.0784313725490196,0.04940112546299675,0.054618780725827314
12,0.16339869281045752,0.18848657696696913,0.15638627245770104
13,0.06535947712418301,0.01883445482061399,0.034651698517244735
14,0.1111111111111111,0.13661599315978007,0.11221724302683822
15,0.12418300653594772,0.14533190566773604,0.11134627338243051
16,0.13071895424836602,0.1441912741976106,0.11978462761587726
17,0.13071895424836602,0.1488534571519251,0.11216904714137058
18,0.13071895424836602,0.15028384669405473,0.11711646126813959
19,0.0784313725490196,0.05661994844886311,0.05313128772635815
