,0,1,2,3,4,5,6,accuracy,macro avg,weighted avg
f1-score,0.0,0.5964912280701754,0.4444444444444444,0.5384615384615385,0.5,0.6949152542372881,0.36,0.5490196078431373,0.44775892360192093,0.5159255158002775
precision,0.0,0.4857142857142857,0.5454545454545454,0.6363636363636364,0.5,0.6029411764705882,0.5294117647058824,0.5490196078431373,0.471412201244134,0.526641102073628
recall,0.0,0.7727272727272727,0.375,0.4666666666666667,0.5,0.82,0.2727272727272727,0.5490196078431373,0.45816017316017316,0.5490196078431373
support,9.0,22.0,16.0,15.0,8.0,50.0,33.0,0.5490196078431373,153.0,153.0
