,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,4,0,1,0,1,2,1
actual: pickup,4,13,4,1,0,0,0
actual: sit,1,2,9,4,0,0,0
actual: stand,0,3,4,7,1,0,0
actual: standff,2,0,0,0,6,0,0
actual: walk,3,2,0,0,0,27,18
actual: waving,4,3,0,0,1,15,10
