,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,5,3,0,0,1,0,0
actual: pickup,1,16,2,1,1,0,1
actual: sit,0,5,8,0,3,0,0
actual: stand,0,4,6,5,0,0,0
actual: standff,3,1,0,0,1,0,3
actual: walk,1,0,0,0,0,33,16
actual: waving,0,0,0,0,1,17,15
