,0,1,2,3,4,5,6,accuracy,macro avg,weighted avg
f1-score,0.125,0.3846153846153846,0.39999999999999997,0.32,0.23076923076923078,0.536082474226804,0.3692307692307692,0.39869281045751637,0.3379568369774555,0.4027544536186137
precision,0.14285714285714285,0.3333333333333333,0.5555555555555556,0.4,0.16666666666666666,0.5531914893617021,0.375,0.39869281045751637,0.3609434553963429,0.42402512620493427
recall,0.1111111111111111,0.45454545454545453,0.3125,0.26666666666666666,0.375,0.52,0.36363636363636365,0.39869281045751637,0.34335137085137085,0.39869281045751637
support,9.0,22.0,16.0,15.0,8.0,50.0,33.0,0.39869281045751637,153.0,153.0
