,0,1,2,3,4,5,6,accuracy,macro avg,weighted avg
f1-score,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.14285714285714285,0.05714285714285715,0.05714285714285715
precision,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.14285714285714285,0.03571428571428571,0.03571428571428571
recall,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285
support,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,7.0,7.0
