,0,1,2,3,4,5,accuracy,macro avg,weighted avg
f1-score,0.5128205128205129,0.3661971830985915,0.4,0.4827586206896552,0.5635359116022101,0.4931506849315069,0.4862068965517241,0.46974381885707944,0.48802669059826687
precision,0.47619047619047616,0.48148148148148145,0.32075471698113206,0.5,0.6296296296296297,0.45,0.4862068965517241,0.47634271738045325,0.5092542333205963
recall,0.5555555555555556,0.29545454545454547,0.53125,0.4666666666666667,0.51,0.5454545454545454,0.4862068965517241,0.4840635521885522,0.4862068965517241
support,18.0,44.0,32.0,30.0,100.0,66.0,0.4862068965517241,290.0,290.0
