,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,7,1,0,1,0,0,0
actual: pickup,0,14,3,3,2,0,0
actual: sit,0,1,10,2,3,0,0
actual: stand,0,2,6,7,0,0,0
actual: standff,2,0,0,0,5,1,0
actual: walk,0,1,0,0,0,28,21
actual: waving,0,2,0,0,1,8,22
