,accuracy,f1_weighted,f1_macro
0,0.1895424836601307,0.1924054575357278,0.18047373869456249
1,0.23529411764705882,0.21405386197089626,0.21801998678796858
2,0.21568627450980393,0.22756244027598294,0.18559658664304293
3,0.24183006535947713,0.2402086818676321,0.21176158043242904
4,0.27450980392156865,0.2919179858333288,0.23889571547753716
5,0.27450980392156865,0.2644242425958955,0.236397236223901
6,0.3006535947712418,0.28997915088242965,0.24835751847661802
7,0.27450980392156865,0.286784875811366,0.2587141959124593
8,0.27450980392156865,0.26913081216845564,0.25548803194003156
9,0.2679738562091503,0.2712204840967675,0.21663834728063094
10,0.2679738562091503,0.2704275487996465,0.22293353917243594
11,0.26143790849673204,0.26453225343050846,0.23242675547189506
12,0.28104575163398693,0.28155729009030595,0.2500161619080085
13,0.27450980392156865,0.27650017868766286,0.2459729267815056
14,0.2549019607843137,0.23995178042284693,0.2176680752464725
15,0.2875816993464052,0.27824262769057195,0.24963929604458532
16,0.2875816993464052,0.2784265843089373,0.2484981684981685
17,0.3006535947712418,0.2996551802780177,0.26304013278803196
18,0.2875816993464052,0.2766106982507216,0.2268883138222662
19,0.2549019607843137,0.2516914591192399,0.21711215370516865
