,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,10,4,0,0,3,1,0
actual: pickup,1,27,6,5,4,0,1
actual: sit,1,11,9,9,1,1,0
actual: stand,0,10,7,12,1,0,0
actual: standff,0,6,1,0,9,0,0
actual: walk,0,0,0,0,1,92,7
actual: waving,1,0,0,0,0,7,58
