,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,9,2,0,0,6,1,0
actual: pickup,1,24,7,11,1,0,0
actual: sit,0,7,13,11,1,0,0
actual: stand,0,7,10,13,0,0,0
actual: standff,2,3,1,0,7,3,0
actual: walk,3,1,0,0,2,70,24
actual: waving,3,1,0,0,0,31,31
