,0,1,2,3,4,5,6,accuracy,macro avg,weighted avg
f1-score,0.6666666666666666,0.7083333333333333,0.6875,0.5925925925925926,0.36363636363636365,0.8932038834951457,0.8358208955223881,0.7712418300653595,0.6782505336066414,0.7622457311000602
precision,0.6666666666666666,0.6538461538461539,0.6875,0.6666666666666666,0.6666666666666666,0.8679245283018868,0.8235294117647058,0.7712418300653595,0.7189714419875352,0.7666055275900546
recall,0.6666666666666666,0.7727272727272727,0.6875,0.5333333333333333,0.25,0.92,0.8484848484848485,0.7712418300653595,0.6683874458874459,0.7712418300653595
support,9.0,22.0,16.0,15.0,8.0,50.0,33.0,0.7712418300653595,153.0,153.0
