,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,7,0,1,0,1,0,0
actual: pickup,0,9,10,2,0,0,1
actual: sit,0,0,9,7,0,0,0
actual: stand,1,2,7,5,0,0,0
actual: standff,4,1,0,1,2,0,0
actual: walk,2,0,0,0,3,32,13
actual: waving,2,2,0,0,3,8,18
