,accuracy,f1_weighted,f1_macro
0,0.3333333333333333,0.33634131776119613,0.26904287830396206
1,0.3790849673202614,0.4023542218025176,0.3612810263031327
2,0.30718954248366015,0.31467951381855647,0.30459805260853073
3,0.29411764705882354,0.29209167718865076,0.25111278903980766
4,0.3464052287581699,0.3501697378126044,0.3059000719567647
5,0.3202614379084967,0.3257848811614706,0.2955735117146068
6,0.41830065359477125,0.4327889666640594,0.38214337756012773
7,0.38562091503267976,0.3930817010915236,0.3189973392250432
8,0.3790849673202614,0.40294194201130096,0.35903359512638083
9,0.39869281045751637,0.41283335982390995,0.35756886689827
10,0.39215686274509803,0.3837994631920853,0.35001806202266483
11,0.42483660130718953,0.4244927354758446,0.3350415134796104
12,0.38562091503267976,0.3843397074263614,0.3300400316529349
13,0.37254901960784315,0.38520506518488323,0.32417688003579953
14,0.37254901960784315,0.3848585252621264,0.31242387945166944
15,0.4117647058823529,0.4238399811370081,0.3555576008833467
16,0.3790849673202614,0.3838376380988377,0.33119683806920835
17,0.4117647058823529,0.42139111811609276,0.35277942361597814
18,0.39215686274509803,0.40279071717311726,0.3414146095072441
19,0.3790849673202614,0.3823686647650733,0.31656736180072825
