,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,3,1,0,0,3,1,1
actual: pickup,3,9,3,4,1,0,2
actual: sit,1,5,6,4,0,0,0
actual: stand,0,2,5,8,0,0,0
actual: standff,0,1,0,1,6,0,0
actual: walk,2,0,1,0,2,30,15
actual: waving,2,2,0,0,5,9,15
