,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,6,1,1,0,1,0,0
actual: pickup,2,6,5,6,2,0,1
actual: sit,0,2,9,5,0,0,0
actual: stand,0,2,2,11,0,0,0
actual: standff,0,2,0,1,5,0,0
actual: walk,0,0,0,0,1,35,14
actual: waving,2,0,0,0,3,4,24
