,0,1,2,3,4,5,6,accuracy,macro avg,weighted avg
f1-score,0.5,0.5531914893617023,0.38888888888888884,0.5,0.42857142857142855,0.8936170212765958,0.7887323943661972,0.6797385620915033,0.5790001746378304,0.6832027875468327
precision,0.5714285714285714,0.52,0.35,0.5384615384615384,0.5,0.9545454545454546,0.7368421052631579,0.6797385620915033,0.5958968099569603,0.69478981974338
recall,0.4444444444444444,0.5909090909090909,0.4375,0.4666666666666667,0.375,0.84,0.8484848484848485,0.6797385620915033,0.5718578643578643,0.6797385620915033
support,9.0,22.0,16.0,15.0,8.0,50.0,33.0,0.6797385620915033,153.0,153.0
