,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,0,0,1,0,3,0,1
actual: pickup,0,5,7,8,1,1,1
actual: sit,0,2,3,4,0,0,0
actual: stand,1,5,1,5,0,0,0
actual: standff,0,0,1,0,1,1,1
actual: walk,0,1,0,0,5,43,12
actual: waving,0,0,0,1,2,10,16
