,loss
0,1.9601709842681885
1,1.8687771558761597
2,1.7972921133041382
3,1.733030915260315
4,1.6737606525421143
5,1.582842469215393
6,1.5169904232025146
7,1.4570965766906738
8,1.3796333074569702
9,1.2935614585876465
10,1.2259117364883423
11,1.112990379333496
12,1.0303442478179932
13,0.9508022665977478
14,0.8883653283119202
15,0.743202269077301
16,0.677298367023468
17,0.5955472588539124
18,0.551840603351593
19,0.4609500467777252
20,0.385470986366272
21,0.3662387430667877
22,0.29690083861351013
23,0.2372768372297287
24,0.1925264149904251
25,0.16399826109409332
26,0.13683678209781647
27,0.11830507218837738
28,0.0989067479968071
29,0.0713229700922966
30,0.06186414137482643
31,0.050958018749952316
32,0.03664956986904144
33,0.03340964764356613
34,0.03271501511335373
35,0.031165553256869316
36,0.019846005365252495
37,0.016118710860610008
38,0.018503379076719284
39,0.015000742860138416
40,0.013320681639015675
41,0.009381867945194244
42,0.010757584124803543
43,0.009781436063349247
44,0.009555443190038204
45,0.007123245391994715
46,0.006704580970108509
47,0.006835424806922674
48,0.005631812382489443
49,0.0046153441071510315
50,0.004960658028721809
51,0.0037047122605144978
52,0.0053723654709756374
53,0.0038079344667494297
54,0.003184550441801548
55,0.003869558684527874
56,0.0038273362442851067
57,0.0037310519255697727
58,0.003057051682844758
59,0.0026309569366276264
60,0.002803788287565112
61,0.0022865731734782457
62,0.003513162722811103
63,0.0021377664525061846
64,0.00280683278106153
65,0.002052846597507596
66,0.002276115119457245
67,0.002399235498160124
68,0.0020048406440764666
69,0.0019004300702363253
70,0.0017461127135902643
71,0.0025442608166486025
72,0.001830402878113091
73,0.0017813429003581405
74,0.0018147978698834777
75,0.001802590093575418
76,0.00154709757771343
77,0.0019377509597688913
78,0.0015868523623794317
79,0.0017479794332757592
80,0.0022822865284979343
81,0.0015630465932190418
82,0.001969514647498727
83,0.001593280816450715
84,0.0012566243531182408
85,0.001453678822144866
86,0.0011525015579536557
87,0.0012356640072539449
88,0.0011301219929009676
89,0.0011266215005889535
90,0.0015625033993273973
91,0.0016547656850889325
92,0.0015929603250697255
93,0.0013325040927156806
94,0.001009742496535182
95,0.0012194911250844598
96,0.0009388792095705867
97,0.0011327880201861262
98,0.0012829225743189454
99,0.0012028407072648406
100,0.0011124665616080165
101,0.0009377140086144209
102,0.0008361539803445339
103,0.0013070552377030253
104,0.0013175681233406067
105,0.0009280716185458004
106,0.0012341379188001156
107,0.0011283233761787415
108,0.000856187951285392
109,0.0009024249156937003
110,0.0012168106622993946
111,0.0010001767659559846
112,0.0010379771701991558
113,0.0009802229469642043
114,0.0009048074134625494
115,0.0009944686898961663
116,0.0010635704966261983
117,0.0009374414221383631
118,0.0009602122590877116
119,0.0009589070687070489
120,0.0008095133816823363
121,0.0007634303183294833
122,0.0009597940952517092
123,0.0009940569289028645
124,0.0009309880551882088
125,0.0007336496491916478
126,0.0010402356274425983
127,0.0007258304976858199
128,0.000798479188233614
129,0.0006422106525860727
130,0.0009790451731532812
131,0.0007323164609260857
132,0.0007642899290658534
133,0.0008718346944078803
134,0.0007478100014850497
135,0.0008746499661356211
136,0.0009293683688156307
137,0.0008940327679738402
138,0.0007474775775335729
139,0.0006462630699388683
140,0.0007350258529186249
141,0.0007427871460095048
142,0.000768408237490803
143,0.0008357664337381721
144,0.0005395595799200237
145,0.0006660832441411912
146,0.0008537195972166955
147,0.0005626110942102969
148,0.00059411401161924
149,0.0006642425432801247
150,0.0005623267497867346
151,0.0010502665536478162
152,0.0005856703501194715
153,0.0007238133694045246
154,0.0005593753885477781
155,0.0005435290513560176
156,0.0007044796948321164
157,0.0008698037127032876
158,0.0004879244661424309
159,0.0008000676752999425
160,0.0005304730148054659
161,0.0006050612428225577
162,0.0005499611725099385
163,0.0006187301478348672
164,0.000552897050511092
165,0.0005662125186063349
166,0.0005873469053767622
167,0.0007552327588200569
168,0.0006395145901478827
169,0.0006019197753630579
170,0.0005004013073630631
171,0.0005259860190562904
172,0.0005251949187368155
173,0.0005763557855971158
174,0.000528171134646982
175,0.0005845660343766212
176,0.0005057717207819223
177,0.0006145035731606185
178,0.0007028153631836176
179,0.0006194878369569778
180,0.0005314338486641645
181,0.00039936305256560445
182,0.000449054641649127
183,0.000550303899217397
184,0.00040043244371190667
185,0.0004892469150945544
186,0.0005209040828049183
187,0.0005558201228268445
188,0.0004761619493365288
189,0.0005015116767026484
190,0.0003376985259819776
191,0.0004922687076032162
192,0.0005238358862698078
193,0.00040864627226255834
194,0.0004645840381272137
195,0.0004383670457173139
196,0.0004982727114111185
197,0.0004346726927906275
198,0.00034498513559810817
199,0.0003667550627142191
