,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,6,1,0,0,1,0,1
actual: pickup,1,14,2,1,0,3,1
actual: sit,0,5,5,5,1,0,0
actual: stand,0,4,3,8,0,0,0
actual: standff,0,2,0,0,6,0,0
actual: walk,0,1,0,2,1,36,10
actual: waving,0,0,0,0,0,10,23
