,accuracy,f1_weighted,f1_macro
0,0.6339285714285714,0.6376265582334276,0.5310935094400777
1,0.7276785714285714,0.7264665182659877,0.6286291087053621
2,0.6919642857142857,0.6971161018388462,0.5872235074866654
3,0.71875,0.7257965983345377,0.6191008374065299
4,0.7232142857142857,0.730737651987652,0.6261346941346941
5,0.7276785714285714,0.7318894068524128,0.637121691298623
6,0.7232142857142857,0.7294352486316772,0.6306270006270006
7,0.6830357142857143,0.6863764801579693,0.5838036135864575
8,0.6875,0.6933537185610424,0.5851150863046083
9,0.6964285714285714,0.7022878979620879,0.597983832645914
10,0.6741071428571429,0.6756789349930524,0.5689707876806551
11,0.6696428571428571,0.6668665288084931,0.5670147907647907
12,0.6875,0.6907728754775027,0.5895105912152758
13,0.6741071428571429,0.6758144474143112,0.5681026530737632
14,0.7053571428571429,0.7032780619873199,0.6095562706919428
15,0.7008928571428571,0.6984315638805663,0.603268187898734
16,0.6696428571428571,0.6682197349664748,0.5645087376590465
17,0.6696428571428571,0.6704616625945906,0.5683005063507416
18,0.6741071428571429,0.6741033171393853,0.5734558873007517
19,0.6830357142857143,0.680447543278371,0.5780060911596254
