,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,3,0,1,1,2,1,1
actual: pickup,2,6,3,8,0,0,3
actual: sit,0,2,7,7,0,0,0
actual: stand,0,1,3,9,1,1,0
actual: standff,1,0,0,2,3,1,1
actual: walk,2,0,0,2,2,31,13
actual: waving,0,0,0,1,1,8,23
