,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,4,3,1,0,0,0,1
actual: pickup,0,11,5,3,1,1,1
actual: sit,0,6,7,3,0,0,0
actual: stand,0,4,4,7,0,0,0
actual: standff,1,3,0,0,3,1,0
actual: walk,0,0,0,0,0,46,4
actual: waving,0,0,0,0,0,0,33
