,0,1,2,3,4,5,6,accuracy,macro avg,weighted avg
f1-score,0.40816326530612246,0.39175257731958757,0.22222222222222224,0.33898305084745767,0.18604651162790697,0.5419354838709678,0.46874999999999994,0.40522875816993464,0.3654075873134664,0.42474656008905287
precision,0.3225806451612903,0.3584905660377358,0.1836734693877551,0.3448275862068966,0.14814814814814814,0.7636363636363637,0.4838709677419355,0.40522875816993464,0.3721753923314465,0.48520230630769
recall,0.5555555555555556,0.4318181818181818,0.28125,0.3333333333333333,0.25,0.42,0.45454545454545453,0.40522875816993464,0.38950036075036076,0.40522875816993464
support,18.0,44.0,32.0,30.0,16.0,100.0,66.0,0.40522875816993464,306.0,306.0
