,0,1,2,3,4,5,accuracy,macro avg,weighted avg
f1-score,0.3870967741935484,0.48837209302325585,0.49350649350649345,0.5199999999999999,0.46153846153846156,0.9644670050761421,0.6791666666666667,0.5524968045563169,0.6819984904706021
precision,0.46153846153846156,0.5,0.4222222222222222,0.65,0.391304347826087,0.979381443298969,0.6791666666666667,0.56740774581429,0.6979909054746571
recall,0.3333333333333333,0.4772727272727273,0.59375,0.43333333333333335,0.5625,0.95,0.6791666666666667,0.558364898989899,0.6791666666666667
support,18.0,44.0,32.0,30.0,16.0,100.0,0.6791666666666667,240.0,240.0
