,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,4,7,1,0,4,0,2
actual: pickup,0,20,14,8,0,0,2
actual: sit,1,7,13,9,1,1,0
actual: stand,0,7,10,12,0,0,1
actual: standff,0,5,3,0,5,1,2
actual: walk,1,0,0,0,1,94,4
actual: waving,0,0,0,0,0,4,62
