,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,3,1,1,1,2,1,0
actual: pickup,0,12,2,1,6,1,0
actual: sit,0,3,4,9,0,0,0
actual: stand,0,3,3,8,1,0,0
actual: standff,1,1,0,0,6,0,0
actual: walk,0,3,0,0,4,42,1
actual: waving,0,12,0,0,0,18,3
