,0,1,2,3,4,5,6,accuracy,macro avg,weighted avg
f1-score,0.5,0.3466666666666667,0.3333333333333333,0.4893617021276596,0.4666666666666667,0.6633165829145728,0.484375,0.5130718954248366,0.4691028502441284,0.5077383203331821
precision,0.5714285714285714,0.41935483870967744,0.4090909090909091,0.359375,0.5,0.6666666666666666,0.5,0.5130718954248366,0.4894165694136893,0.523778277602993
recall,0.4444444444444444,0.29545454545454547,0.28125,0.7666666666666667,0.4375,0.66,0.4696969696969697,0.5130718954248366,0.47928751803751807,0.5130718954248366
support,18.0,44.0,32.0,30.0,16.0,100.0,66.0,0.5130718954248366,306.0,306.0
