,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,5,2,0,0,2,0,0
actual: pickup,0,12,6,1,3,0,0
actual: sit,2,0,11,2,1,0,0
actual: stand,1,3,5,6,0,0,0
actual: standff,0,1,0,0,7,0,0
actual: walk,1,0,0,0,0,38,11
actual: waving,0,0,0,0,3,3,27
