,predict : lay,predict : pickup,predict : sit,predict : stand,predict : standff,predict : walk,predict : waving
actual: lay,4,0,1,0,1,2,1
actual: pickup,1,13,2,3,1,2,0
actual: sit,0,2,9,4,1,0,0
actual: stand,2,2,2,8,1,0,0
actual: standff,0,3,0,0,3,2,0
actual: walk,0,0,0,0,0,40,10
actual: waving,0,0,0,0,0,8,25
