,0,1,2,3,4,5,accuracy,macro avg,weighted avg
f1-score,0.7272727272727274,0.6233766233766234,0.40579710144927533,0.4482758620689655,0.6494845360824743,0.5217391304347826,0.5724137931034483,0.5626576634474748,0.5735741373961014
precision,0.6153846153846154,0.7272727272727273,0.3783783783783784,0.4642857142857143,0.6702127659574468,0.5,0.5724137931034483,0.559255700213147,0.5832237214115424
recall,0.8888888888888888,0.5454545454545454,0.4375,0.43333333333333335,0.63,0.5454545454545454,0.5724137931034483,0.5801052188552188,0.5724137931034483
support,18.0,44.0,32.0,30.0,100.0,66.0,0.5724137931034483,290.0,290.0
