,accuracy,f1_weighted,f1_macro
0,0.13071895424836602,0.09297947220350225,0.11640558023536747
1,0.22875816993464052,0.12972865914042384,0.14574314574314573
2,0.3202614379084967,0.2808702257312334,0.2366598385465222
3,0.33986928104575165,0.31480636543943896,0.2559820417533666
4,0.38562091503267976,0.34900670489043284,0.3026403325742136
5,0.40522875816993464,0.3802292035606935,0.33311449512764274
6,0.43137254901960786,0.4024199267266068,0.3657093970593163
7,0.41830065359477125,0.4047445672693471,0.36686542149735013
8,0.477124183006536,0.4556087939137409,0.43599708751633987
9,0.49019607843137253,0.46523141768859644,0.45002624043305856
10,0.46405228758169936,0.44178724811107956,0.4148305931875806
11,0.47058823529411764,0.44897061237004654,0.42637228707685015
12,0.48366013071895425,0.45642572044088703,0.42585939320219246
13,0.5032679738562091,0.4767095711368157,0.443287756069711
14,0.49673202614379086,0.4710947382861487,0.43846105005246255
15,0.47058823529411764,0.4409505516771953,0.41168097176500545
16,0.49673202614379086,0.4663391068276232,0.4455210503274589
17,0.5359477124183006,0.49911278106004275,0.48226566847256513
18,0.47058823529411764,0.44228333232157674,0.4086659863307364
19,0.5032679738562091,0.4670878252134483,0.438616589221916
