,accuracy,f1_weighted,f1_macro
0,0.0915032679738562,0.036029999529787936,0.03657074340527578
1,0.3202614379084967,0.2764796343167716,0.16805251052497075
2,0.22875816993464052,0.2107760751359367,0.16136539464270555
3,0.29411764705882354,0.26782385468807407,0.21939798475781289
4,0.22875816993464052,0.22769020183520872,0.22071842437290945
5,0.33986928104575165,0.26273443643109684,0.22603320289907103
6,0.37254901960784315,0.3466363827478252,0.2980205875453629
7,0.38562091503267976,0.37990612515940536,0.3068957383742252
8,0.3790849673202614,0.39306054368784443,0.34846338967849644
9,0.38562091503267976,0.3739034156990813,0.32726859606558856
10,0.39215686274509803,0.4064431729248544,0.33843248118440067
11,0.3464052287581699,0.3832631779922151,0.3288266434393306
12,0.3464052287581699,0.3478311230954669,0.3080821738355449
13,0.39215686274509803,0.39993161194877547,0.3479378282320441
14,0.37254901960784315,0.3877740674163549,0.3233067510020063
15,0.1437908496732026,0.0905631015508929,0.127159543062508
16,0.20915032679738563,0.10019826750476905,0.12431989063568014
17,0.17647058823529413,0.15358465090074047,0.19191290528676547
18,0.29411764705882354,0.2994721027368697,0.2572235026691948
19,0.3137254901960784,0.35459809002109893,0.2996168552310567
