,0,1,2,3,4,5,6,accuracy,macro avg,weighted avg
f1-score,0.0,0.06666666666666667,0.18604651162790697,0.11538461538461539,0.23529411764705882,0.3466666666666667,0.3098591549295775,0.2222222222222222,0.179988247560356,0.2327792056906423
precision,0.0,0.125,0.14814814814814814,0.08108108108108109,0.2222222222222222,0.52,0.2894736842105263,0.2222222222222222,0.19798930509456825,0.28540520224386756
recall,0.0,0.045454545454545456,0.25,0.2,0.25,0.26,0.3333333333333333,0.2222222222222222,0.19125541125541123,0.2222222222222222
support,9.0,22.0,16.0,15.0,8.0,50.0,33.0,0.2222222222222222,153.0,153.0
